('aahed', '6')
('caber', '5')
('cabin', '4')
('cable', '5')
('cabob', '6')
('caboc', '5')
('cabre', '4')
('cacao', '4')
('cacas', '9')
('cache', '5')
('cacks', '7')
('cacky', '5')
('cacti', '3')
('caddy', '4')
('cadee', '5')
('cades', '5')
('cadet', '4')
('cadge', '4')
('cadgy', '4')
('cadie', '3')
('cadis', '4')
('cadre', '3')
('caeca', '4')
('caese', '5')
('cafes', '8')
('caffs', '7')
('caged', '5')
('cager', '4')
('cages', '6')
('cagey', '4')
('cagot', '5')
('cahow', '4')
('caids', '3')
('cains', '4')
('caird', '3')
('cairn', '3')
('cajon', '6')
('cajun', '5')
('caked', '6')
('cakes', '4')
('cakey', '5')
('calfs', '7')
('calid', '3')
('calif', '5')
('calix', '6')
('calks', '6')
('calla', '5')
('calls', '5')
('calms', '4')
('calmy', '4')
('calos', '3')
('calpa', '4')
('calps', '5')
('calve', '4')
('calyx', '4')
('caman', '4')
('camas', '6')
('camel', '3')
('cameo', '3')
('cames', '5')
('camis', '4')
('camos', '3')
('campi', '4')
('campo', '4')
('camps', '5')
('campy', '5')
('camus', '4')
('canal', '5')
('candy', '3')
('caned', '3')
('caneh', '4')
('caner', '3')
('canes', '4')
('cangs', '5')
('canid', '3')
('canna', '4')
('canns', '6')
('canny', '5')
('canoe', '3')
('canon', '4')
('canso', '3')
('canst', '4')
('canto', '3')
('cants', '4')
('canty', '3')
('capas', '6')
('caped', '3')
('caper', '3')
('capes', '6')
('capex', '4')
('caphs', '5')
('capiz', '4')
('caple', '4')
('capon', '3')
('capos', '4')
('capot', '4')
('capri', '4')
('capul', '4')
('caput', '4')
('carap', '5')
('carat', '3')
('carbo', '4')
('carbs', '7')
('carby', '5')
('cardi', '3')
('cards', '5')
('cardy', '4')
('cared', '4')
('carer', '6')
('cares', '5')
('caret', '2')
('carex', '7')
('cargo', '3')
('carks', '6')
('carle', '2')
('carls', '3')
('carns', '4')
('carny', '4')
('carob', '5')
('carol', '2')
('carom', '4')
('caron', '3')
('carpi', '4')
('carps', '5')
('carrs', '8')
('carry', '7')
('carse', '2')
('carta', '6')
('carte', '2')
('carts', '3')
('carve', '3')
('carvy', '6')
('casas', '7')
('casco', '5')
('cased', '4')
('cases', '7')
('casks', '6')
('casky', '5')
('caste', '4')
('casts', '7')
('casus', '5')
('catch', '8')
('cater', '4')
('cates', '5')
('catty', '4')
('cauda', '4')
('cauks', '5')
('cauld', '3')
('caulk', '4')
('cauls', '4')
('caums', '4')
('caups', '4')
('cauri', '3')
('causa', '4')
('cause', '5')
('cavas', '8')
('caved', '9')
('cavel', '4')
('caver', '6')
('caves', '9')
('cavie', '5')
('cavil', '5')
('cawed', '8')
('cawks', '5')
('caxon', '5')
('cease', '4')
('ceaze', '6')
('cebid', '4')
('cecal', '6')
('cecum', '4')
('cedar', '4')
('ceded', '4')
('ceder', '5')
('cedes', '4')
('cedis', '4')
('ceiba', '4')
('ceili', '4')
('ceils', '4')
('celeb', '5')
('cella', '6')
('celli', '4')
('cello', '4')
('cells', '6')
('celom', '4')
('celts', '4')
('cense', '4')
('cento', '3')
('cents', '5')
('centu', '3')
('ceorl', '4')
('cepes', '6')
('cerci', '4')
('cered', '5')
('ceres', '5')
('cerge', '5')
('ceria', '3')
('ceric', '5')
('cerne', '3')
('ceroc', '4')
('ceros', '3')
('certs', '3')
('certy', '3')
('cesse', '5')
('cesta', '3')
('cesti', '3')
('cetes', '6')
('cetyl', '4')
('cezve', '5')
('chace', '7')
('chack', '5')
('chaco', '5')
('chado', '3')
('chads', '4')
('chafe', '5')
('chaff', '5')
('chaft', '5')
('chain', '3')
('chair', '4')
('chais', '3')
('chalk', '4')
('chals', '4')
('champ', '4')
('chams', '5')
('chana', '4')
('chang', '5')
('chank', '4')
('chant', '4')
('chaos', '3')
('chape', '4')
('chaps', '6')
('chapt', '4')
('chara', '6')
('chard', '5')
('chare', '4')
('chark', '5')
('charm', '5')
('charr', '7')
('chars', '5')
('chart', '4')
('chary', '5')
('chase', '4')
('chasm', '4')
('chats', '6')
('chave', '6')
('chavs', '9')
('chawk', '4')
('chaws', '8')
('chaya', '4')
('chays', '7')
('cheap', '4')
('cheat', '3')
('check', '5')
('cheek', '4')
('cheep', '4')
('cheer', '5')
('chefs', '6')
('cheka', '4')
('chela', '4')
('chelp', '4')
('chemo', '4')
('chems', '4')
('chere', '4')
('chert', '5')
('chess', '5')
('chest', '5')
('cheth', '3')
('chevy', '5')
('chews', '7')
('chewy', '4')
('chiao', '4')
('chias', '5')
('chibs', '6')
('chica', '4')
('chich', '6')
('chick', '5')
('chico', '5')
('chics', '8')
('chide', '4')
('chief', '4')
('chiel', '4')
('chiks', '5')
('child', '4')
('chile', '4')
('chili', '5')
('chill', '4')
('chimb', '5')
('chime', '3')
('chimo', '4')
('chimp', '4')
('china', '3')
('chine', '3')
('ching', '4')
('chink', '4')
('chino', '3')
('chins', '4')
('chips', '4')
('chirk', '7')
('chirl', '3')
('chirm', '5')
('chiro', '5')
('chirp', '6')
('chirr', '8')
('chirt', '4')
('chiru', '4')
('chits', '5')
('chive', '5')
('chivs', '7')
('chivy', '4')
('chizz', '6')
('chock', '4')
('choco', '4')
('chocs', '7')
('chode', '4')
('chogs', '5')
('choil', '4')
('choir', '4')
('choke', '5')
('choko', '4')
('choky', '4')
('chola', '3')
('choli', '3')
('cholo', '4')
('chomp', '4')
('chons', '5')
('choof', '6')
('chook', '6')
('choom', '5')
('choon', '4')
('chops', '5')
('chord', '4')
('chore', '4')
('chose', '3')
('chota', '4')
('chott', '4')
('chout', '5')
('choux', '4')
('chowk', '5')
('chows', '6')
('chubs', '5')
('chuck', '4')
('chufa', '4')
('chuff', '4')
('chugs', '4')
('chump', '4')
('chums', '4')
('chunk', '4')
('churl', '3')
('churn', '4')
('churr', '4')
('chuse', '4')
('chute', '3')
('chuts', '5')
('chyle', '4')
('chyme', '4')
('chynd', '3')
('cibol', '4')
('cided', '3')
('cider', '3')
('cides', '3')
('ciels', '4')
('cigar', '4')
('ciggy', '5')
('cilia', '3')
('cills', '6')
('cimar', '4')
('cimex', '4')
('cinch', '4')
('cinct', '4')
('cines', '5')
('cinqs', '8')
('cions', '4')
('cippi', '4')
('circa', '4')
('circs', '7')
('cires', '3')
('cirls', '6')
('cirri', '5')
('cisco', '5')
('cissy', '4')
('cists', '4')
('cital', '3')
('cited', '3')
('citer', '5')
('cites', '5')
('cives', '4')
('civet', '4')
('civic', '4')
('civie', '6')
('civil', '5')
('civvy', '6')
('clach', '5')
('clack', '7')
('clade', '3')
('clads', '4')
('claes', '3')
('clags', '7')
('claim', '4')
('clame', '4')
('clamp', '4')
('clams', '4')
('clang', '4')
('clank', '4')
('clans', '4')
('claps', '5')
('clapt', '4')
('claro', '3')
('clart', '3')
('clary', '4')
('clash', '5')
('clasp', '5')
('class', '8')
('clast', '3')
('clats', '4')
('claut', '4')
('clave', '5')
('clavi', '4')
('claws', '9')
('clays', '6')
('clean', '4')
('clear', '3')
('cleat', '4')
('cleck', '6')
('cleek', '4')
('cleep', '5')
('clefs', '6')
('cleft', '4')
('clegs', '5')
('cleik', '4')
('clems', '4')
('clepe', '5')
('clept', '3')
('clerk', '4')
('cleve', '5')
('clews', '7')
('click', '5')
('clied', '4')
('clies', '4')
('cliff', '5')
('clift', '5')
('climb', '4')
('clime', '3')
('cline', '3')
('cling', '4')
('clink', '4')
('clint', '3')
('clipe', '4')
('clips', '4')
('clipt', '4')
('clits', '3')
('cloak', '4')
('cloam', '3')
('clock', '5')
('clods', '4')
('cloff', '6')
('clogs', '6')
('cloke', '5')
('clomb', '5')
('clomp', '4')
('clone', '3')
('clonk', '4')
('clons', '3')
('cloop', '4')
('cloot', '4')
('clops', '4')
('close', '3')
('clote', '3')
('cloth', '4')
('clots', '4')
('cloud', '4')
('clour', '4')
('clous', '4')
('clout', '3')
('clove', '6')
('clown', '4')
('clows', '7')
('cloye', '4')
('cloys', '5')
('cloze', '7')
('clubs', '4')
('cluck', '5')
('clued', '4')
('clues', '4')
('cluey', '4')
('clump', '4')
('clung', '5')
('clunk', '4')
('clype', '4')
('cnida', '3')
('coach', '4')
('coact', '5')
('coady', '4')
('coala', '5')
('coals', '3')
('coaly', '3')
('coapt', '4')
('coarb', '4')
('coast', '3')
('coate', '3')
('coati', '3')
('coats', '4')
('cobbs', '6')
('cobby', '6')
('cobia', '4')
('coble', '5')
('cobra', '4')
('cobza', '5')
('cocas', '5')
('cocci', '5')
('cocco', '5')
('cocks', '10')
('cocky', '5')
('cocoa', '6')
('cocos', '5')
('codas', '3')
('codec', '5')
('coded', '3')
('coden', '3')
('coder', '4')
('codes', '3')
('codex', '4')
('codon', '5')
('coeds', '3')
('coffs', '7')
('cogie', '5')
('cogon', '4')
('cogue', '5')
('cohab', '5')
('cohen', '4')
('cohoe', '5')
('cohog', '4')
('cohos', '5')
('coifs', '4')
('coign', '3')
('coils', '3')
('coins', '3')
('coirs', '4')
('coits', '3')
('coked', '6')
('cokes', '6')
('colas', '3')
('colby', '3')
('colds', '4')
('coled', '4')
('coles', '5')
('coley', '4')
('colic', '4')
('colin', '3')
('colls', '7')
('colly', '5')
('colog', '5')
('colon', '4')
('color', '4')
('colts', '5')
('colza', '5')
('comae', '3')
('comal', '4')
('comas', '4')
('combe', '3')
('combi', '4')
('combo', '5')
('combs', '5')
('comby', '5')
('comer', '5')
('comes', '4')
('comet', '3')
('comfy', '6')
('comic', '4')
('comix', '4')
('comma', '4')
('commo', '6')
('comms', '5')
('commy', '7')
('compo', '4')
('comps', '4')
('compt', '4')
('comte', '3')
('comus', '4')
('conch', '4')
('condo', '4')
('coned', '3')
('cones', '4')
('coney', '4')
('confs', '5')
('conga', '3')
('conge', '4')
('congo', '4')
('conia', '3')
('conic', '4')
('conin', '4')
('conks', '4')
('conky', '4')
('conne', '5')
('conns', '7')
('conte', '2')
('conto', '5')
('conus', '3')
('convo', '4')
('cooch', '6')
('cooed', '8')
('cooee', '5')
('cooer', '8')
('cooey', '6')
('coofs', '6')
('cooks', '6')
('cooky', '5')
('cools', '7')
('cooly', '4')
('coomb', '5')
('cooms', '4')
('coomy', '6')
('coons', '6')
('coops', '6')
('coopt', '5')
('coost', '4')
('coots', '5')
('cooze', '6')
('copal', '5')
('copay', '3')
('coped', '4')
('copen', '3')
('coper', '6')
('copes', '5')
('coppy', '4')
('copra', '3')
('copse', '5')
('copsy', '4')
('coqui', '5')
('coral', '3')
('coram', '4')
('corbe', '4')
('corby', '5')
('cords', '4')
('cored', '3')
('corer', '5')
('cores', '4')
('corey', '4')
('corgi', '3')
('coria', '3')
('corks', '6')
('corky', '4')
('corms', '5')
('corni', '3')
('corno', '5')
('corns', '4')
('cornu', '4')
('corny', '3')
('corps', '5')
('corse', '2')
('corso', '3')
('cosec', '5')
('cosed', '5')
('coses', '7')
('coset', '2')
('cosey', '5')
('cosie', '4')
('costa', '3')
('coste', '3')
('costs', '6')
('cotan', '3')
('coted', '5')
('cotes', '6')
('coths', '5')
('cotta', '3')
('cotts', '7')
('couch', '7')
('coude', '4')
('cough', '4')
('could', '4')
('count', '3')
('coupe', '4')
('coups', '4')
('courb', '4')
('courd', '3')
('coure', '4')
('cours', '4')
('court', '3')
('couta', '4')
('couth', '4')
('coved', '9')
('coven', '5')
('cover', '10')
('coves', '8')
('covet', '7')
('covey', '7')
('covin', '4')
('cowal', '6')
('cowan', '4')
('cowed', '7')
('cower', '9')
('cowks', '5')
('cowls', '5')
('cowps', '5')
('cowry', '4')
('coxae', '4')
('coxal', '7')
('coxed', '11')
('coxes', '10')
('coxib', '4')
('coyau', '4')
('coyed', '5')
('coyer', '7')
('coyly', '6')
('coypu', '4')
('cozed', '10')
('cozen', '6')
('cozes', '9')
('cozey', '8')
('cozie', '7')
('craal', '4')
('crabs', '8')
('crack', '7')
('craft', '5')
('crags', '6')
('craic', '5')
('craig', '4')
('crake', '6')
('crame', '5')
('cramp', '5')
('crams', '5')
('crane', '3')
('crank', '5')
('crans', '3')
('crape', '4')
('craps', '5')
('crapy', '4')
('crare', '7')
('crash', '4')
('crass', '9')
('crate', '3')
('crave', '8')
('crawl', '5')
('craws', '10')
('crays', '7')
('craze', '9')
('crazy', '5')
('creak', '5')
('cream', '4')
('credo', '3')
('creds', '4')
('creed', '4')
('creek', '5')
('creel', '5')
('creep', '4')
('crees', '5')
('creme', '5')
('crems', '6')
('crena', '4')
('crepe', '4')
('creps', '5')
('crept', '4')
('crepy', '4')
('cress', '7')
('crest', '3')
('crewe', '6')
('crews', '8')
('crias', '4')
('cribs', '6')
('crick', '5')
('cried', '3')
('crier', '4')
('cries', '5')
('crime', '5')
('crimp', '4')
('crims', '5')
('crine', '3')
('crios', '3')
('cripe', '4')
('crips', '6')
('crise', '4')
('crisp', '4')
('crith', '3')
('crits', '3')
('croak', '4')
('croci', '5')
('crock', '6')
('crocs', '8')
('croft', '4')
('crogs', '5')
('cromb', '4')
('crome', '4')
('crone', '3')
('cronk', '4')
('crons', '3')
('crony', '4')
('crook', '5')
('crool', '5')
('croon', '4')
('crops', '4')
('crore', '5')
('cross', '6')
('crost', '3')
('croup', '4')
('crout', '3')
('crowd', '5')
('crown', '5')
('crows', '7')
('croze', '6')
('cruck', '5')
('crude', '4')
('crudo', '4')
('cruds', '3')
('crudy', '3')
('cruel', '4')
('crues', '4')
('cruet', '3')
('cruft', '4')
('crumb', '5')
('crump', '4')
('crunk', '4')
('cruor', '4')
('crura', '4')
('cruse', '4')
('crush', '5')
('crust', '3')
('crusy', '4')
('cruve', '5')
('crwth', '3')
('cryer', '6')
('crypt', '4')
('ctene', '3')
('cubby', '5')
('cubeb', '6')
('cubed', '4')
('cuber', '4')
('cubes', '4')
('cubic', '4')
('cubit', '4')
('cuddy', '4')
('cuffo', '5')
('cuffs', '5')
('cuifs', '5')
('cuing', '3')
('cuish', '3')
('cuits', '4')
('cukes', '5')
('culch', '6')
('culet', '4')
('culex', '4')
('culls', '4')
('cully', '5')
('culms', '3')
('culpa', '3')
('culti', '4')
('cults', '4')
('culty', '3')
('cumec', '4')
('cumin', '3')
('cundy', '3')
('cunei', '4')
('cunit', '3')
('cunts', '4')
('cupel', '4')
('cupid', '3')
('cuppa', '4')
('cuppy', '5')
('curat', '3')
('curbs', '6')
('curch', '4')
('curds', '4')
('curdy', '4')
('cured', '4')
('curer', '5')
('cures', '4')
('curet', '2')
('curfs', '6')
('curia', '3')
('curie', '4')
('curio', '3')
('curli', '4')
('curls', '5')
('curly', '3')
('curns', '4')
('curny', '3')
('currs', '7')
('curry', '6')
('curse', '3')
('cursi', '3')
('curst', '4')
('curve', '5')
('curvy', '5')
('cusec', '5')
('cushy', '4')
('cusks', '5')
('cusps', '4')
('cuspy', '3')
('cusso', '3')
('cusum', '4')
('cutch', '7')
('cuter', '4')
('cutes', '4')
('cutey', '4')
('cutie', '3')
('cutin', '4')
('cutis', '3')
('cutto', '4')
('cutty', '4')
('cutup', '4')
('cuvee', '5')
('cuzes', '6')
('cwtch', '4')
('cyano', '4')
('cyans', '5')
('cyber', '5')
('cycad', '4')
('cycas', '5')
('cycle', '5')
('cyclo', '3')
('cyder', '4')
('cylix', '5')
('cymae', '4')
('cymar', '4')
('cymas', '5')
('cymes', '5')
('cymol', '4')
('cynic', '3')
('cysts', '4')
('cytes', '5')
('cyton', '4')
('czars', '6')
('daals', '6')
('dabba', '6')
('daces', '5')
('dacha', '4')
('dacks', '4')
('dadah', '5')
('dadas', '6')
('daddy', '8')
('dados', '5')
('daffs', '7')
('daffy', '7')
('dagga', '5')
('daggy', '6')
('dagos', '4')
('dahls', '5')
('daiko', '3')
('daily', '2')
('daine', '2')
('daint', '3')
('dairy', '3')
('daisy', '3')
('daker', '4')
('daled', '8')
('dales', '3')
('dalis', '3')
('dalle', '3')
('dally', '3')
('dalts', '3')
('daman', '3')
('damar', '4')
('dames', '4')
('damme', '5')
('damns', '4')
('damps', '4')
('dampy', '5')
('dance', '3')
('dancy', '3')
('dandy', '5')
('dangs', '6')
('danio', '3')
('danks', '5')
('danny', '4')
('dants', '5')
('daraf', '6')
('darbs', '6')
('darcy', '4')
('dared', '10')
('darer', '4')
('dares', '6')
('darga', '5')
('dargs', '5')
('daric', '3')
('daris', '3')
('darks', '4')
('darky', '5')
('darns', '3')
('darre', '4')
('darts', '2')
('darzi', '5')
('dashi', '4')
('dashy', '4')
('datal', '5')
('dated', '9')
('dater', '3')
('dates', '3')
('datos', '2')
('datto', '4')
('datum', '4')
('daube', '4')
('daubs', '5')
('dauby', '4')
('dauds', '8')
('dault', '4')
('daunt', '4')
('daurs', '3')
('dauts', '4')
('daven', '5')
('davit', '5')
('dawah', '4')
('dawds', '6')
('dawed', '7')
('dawen', '4')
('dawks', '5')
('dawns', '5')
('dawts', '6')
('dayan', '3')
('daych', '4')
('daynt', '3')
('dazed', '8')
('dazer', '5')
('dazes', '6')
('deads', '7')
('deair', '3')
('deals', '3')
('dealt', '3')
('deans', '3')
('deare', '5')
('dearn', '4')
('dears', '4')
('deary', '3')
('deash', '3')
('death', '4')
('deave', '5')
('deaws', '4')
('deawy', '4')
('debag', '4')
('debar', '4')
('debby', '5')
('debel', '4')
('debes', '6')
('debit', '5')
('debts', '6')
('debud', '5')
('debug', '4')
('debur', '5')
('debus', '4')
('debut', '4')
('debye', '4')
('decad', '5')
('decaf', '4')
('decal', '4')
('decan', '5')
('decay', '3')
('decko', '4')
('decks', '5')
('decor', '3')
('decos', '4')
('decoy', '4')
('decry', '3')
('dedal', '5')
('deeds', '8')
('deedy', '6')
('deely', '4')
('deems', '6')
('deens', '4')
('deeps', '4')
('deere', '3')
('deers', '5')
('deets', '5')
('deeve', '5')
('deevs', '7')
('defat', '4')
('defer', '6')
('deffo', '5')
('defis', '5')
('defog', '5')
('degas', '4')
('degum', '4')
('degus', '5')
('deice', '4')
('deids', '6')
('deify', '4')
('deign', '3')
('deils', '3')
('deism', '3')
('deist', '4')
('deity', '3')
('deked', '5')
('dekes', '7')
('dekko', '5')
('delay', '3')
('deled', '7')
('deles', '5')
('delfs', '4')
('delft', '4')
('delis', '4')
('dells', '4')
('delly', '4')
('delos', '3')
('delph', '5')
('delta', '3')
('delts', '5')
('delve', '4')
('deman', '4')
('demes', '5')
('demic', '4')
('demit', '4')
('demob', '4')
('demoi', '3')
('demon', '3')
('demos', '3')
('dempt', '5')
('demur', '4')
('denar', '3')
('denay', '3')
('dench', '4')
('denes', '6')
('denet', '4')
('denim', '3')
('denis', '3')
('dense', '4')
('dents', '5')
('deoxy', '4')
('depot', '4')
('depth', '4')
('derat', '2')
('deray', '3')
('derby', '4')
('dered', '6')
('deres', '6')
('derig', '4')
('derma', '4')
('derms', '5')
('derns', '4')
('derny', '3')
('deros', '4')
('derro', '5')
('derry', '5')
('derth', '4')
('dervs', '6')
('desex', '4')
('deshi', '4')
('desis', '4')
('desks', '6')
('desse', '4')
('deter', '3')
('detox', '4')
('deuce', '4')
('devas', '5')
('devel', '5')
('devil', '4')
('devis', '6')
('devon', '5')
('devos', '5')
('devot', '5')
('dewan', '6')
('dewar', '5')
('dewax', '5')
('dewed', '6')
('dexes', '8')
('dexie', '4')
('dhaba', '4')
('dhaks', '4')
('dhals', '5')
('dhikr', '4')
('dhobi', '5')
('dhole', '3')
('dholl', '3')
('dhols', '4')
('dhoti', '3')
('dhows', '5')
('dhuti', '4')
('diact', '3')
('dials', '3')
('diane', '3')
('diary', '3')
('diazo', '3')
('dibbs', '4')
('diced', '4')
('dicer', '4')
('dices', '4')
('dicey', '3')
('dicht', '3')
('dicks', '5')
('dicky', '4')
('dicot', '3')
('dicta', '4')
('dicts', '4')
('dicty', '3')
('diddy', '8')
('didie', '4')
('didos', '6')
('didst', '5')
('diebs', '3')
('diels', '3')
('diene', '5')
('diets', '3')
('diffs', '6')
('dight', '4')
('digit', '4')
('dikas', '5')
('diked', '4')
('diker', '5')
('dikes', '5')
('dikey', '4')
('dildo', '3')
('dilli', '3')
('dills', '5')
('dilly', '4')
('dimbo', '4')
('dimer', '4')
('dimes', '4')
('dimly', '3')
('dimps', '4')
('dinar', '3')
('dined', '8')
('diner', '3')
('dines', '3')
('dinge', '4')
('dingo', '3')
('dings', '6')
('dingy', '3')
('dinic', '3')
('dinks', '5')
('dinky', '4')
('dinna', '3')
('dinos', '3')
('dints', '3')
('diode', '4')
('diols', '3')
('diota', '3')
('dippy', '5')
('dipso', '4')
('diram', '3')
('direr', '4')
('dirge', '4')
('dirke', '5')
('dirks', '5')
('dirls', '3')
('dirts', '3')
('dirty', '3')
('disas', '6')
('disci', '4')
('disco', '4')
('discs', '6')
('dishy', '3')
('disks', '6')
('disme', '3')
('dital', '3')
('ditas', '3')
('ditch', '4')
('dited', '6')
('dites', '4')
('ditsy', '4')
('ditto', '4')
('ditts', '5')
('ditty', '4')
('ditzy', '4')
('divan', '4')
('divas', '7')
('dived', '5')
('diver', '6')
('dives', '6')
('divis', '4')
('divna', '4')
('divos', '6')
('divot', '4')
('divvy', '6')
('diwan', '3')
('dixie', '5')
('dixit', '5')
('diyas', '4')
('dizen', '3')
('dizzy', '7')
('djinn', '4')
('djins', '6')
('doabs', '4')
('doats', '3')
('dobby', '6')
('dobes', '7')
('dobie', '4')
('dobla', '4')
('dobra', '4')
('dobro', '5')
('docht', '4')
('docks', '4')
('docos', '5')
('docus', '4')
('doddy', '6')
('dodge', '6')
('dodgy', '5')
('dodos', '7')
('doeks', '4')
('doers', '3')
('doest', '3')
('doeth', '4')
('doffs', '7')
('dogan', '4')
('doges', '6')
('dogey', '5')
('doggo', '4')
('doggy', '6')
('dogie', '4')
('dogma', '4')
('dohyo', '3')
('doilt', '2')
('doily', '2')
('doing', '3')
('doits', '2')
('dojos', '8')
('dolce', '3')
('dolci', '3')
('doled', '8')
('doles', '3')
('dolia', '2')
('dolls', '6')
('dolly', '5')
('dolma', '3')
('dolor', '3')
('dolos', '5')
('dolts', '3')
('domal', '3')
('domed', '7')
('domes', '4')
('domic', '3')
('donah', '3')
('donas', '3')
('donee', '4')
('doner', '3')
('donga', '3')
('dongs', '5')
('donko', '4')
('donna', '4')
('donne', '4')
('donny', '4')
('donor', '4')
('donsy', '3')
('donut', '3')
('doobs', '6')
('dooce', '5')
('doody', '6')
('dooks', '5')
('doole', '6')
('dools', '5')
('dooly', '4')
('dooms', '4')
('doomy', '4')
('doona', '4')
('doorn', '4')
('doors', '5')
('doozy', '5')
('dopas', '4')
('doped', '7')
('doper', '5')
('dopes', '5')
('dopey', '4')
('dorad', '5')
('dorba', '4')
('dorbs', '7')
('doree', '4')
('dores', '5')
('doric', '4')
